bat_team,bowl_team,runs,wickets,overs,runs_last_5,wickets_last_5,total
England,Australia,0,0,0.1,0,0,179
England,Australia,1,0,0.2,1,0,179
England,Australia,1,0,0.3,1,0,179
England,Australia,1,0,0.4,1,0,179
England,Australia,1,0,0.5,1,0,179
England,Australia,2,0,0.5,2,0,179
England,Australia,4,0,0.6,4,0,179
England,Australia,4,0,1.1,4,0,179
England,Australia,4,0,1.2,4,0,179
England,Australia,5,0,1.2,5,0,179
England,Australia,5,0,1.3,5,0,179
England,Australia,5,0,1.4,5,0,179
England,Australia,5,0,1.5,5,0,179
England,Australia,6,0,1.6,6,0,179
England,Australia,10,0,2.1,10,0,179
England,Australia,11,0,2.2,11,0,179
England,Australia,11,0,2.3,11,0,179
England,Australia,15,0,2.4,15,0,179
England,Australia,19,0,2.5,19,0,179
England,Australia,20,0,2.6,20,0,179
England,Australia,20,0,3.1,20,0,179
England,Australia,24,0,3.2,24,0,179
England,Australia,28,0,3.3,28,0,179
England,Australia,28,0,3.4,28,0,179
England,Australia,28,1,3.5,28,1,179
England,Australia,29,1,3.6,29,1,179
England,Australia,30,1,4.1,30,1,179
England,Australia,32,1,4.1,32,1,179
England,Australia,36,1,4.2,36,1,179
England,Australia,37,1,4.3,37,1,179
England,Australia,38,1,4.3,38,1,179
England,Australia,39,1,4.4,38,1,179
England,Australia,40,1,4.5,39,1,179
England,Australia,43,1,4.6,42,1,179
England,Australia,44,1,5.1,43,1,179
England,Australia,44,1,5.2,42,1,179
England,Australia,48,1,5.3,44,1,179
England,Australia,49,1,5.4,45,1,179
England,Australia,49,2,5.5,45,2,179
England,Australia,50,2,5.6,45,2,179
England,Australia,51,2,6.1,46,2,179
England,Australia,51,2,6.2,46,2,179
England,Australia,52,2,6.3,47,2,179
England,Australia,52,2,6.4,46,2,179
England,Australia,56,2,6.5,46,2,179
England,Australia,58,2,6.6,47,2,179
England,Australia,59,2,7.1,48,2,179
England,Australia,63,2,7.2,48,2,179
England,Australia,65,2,7.3,46,2,179
England,Australia,66,2,7.4,46,2,179
England,Australia,67,2,7.5,47,2,179
England,Australia,68,2,7.6,44,2,179
England,Australia,69,2,8.1,41,2,179
England,Australia,70,2,8.2,42,2,179
England,Australia,71,2,8.3,43,1,179
England,Australia,75,2,8.4,46,1,179
England,Australia,76,2,8.5,46,1,179
England,Australia,82,2,8.6,50,1,179
England,Australia,83,2,9.1,47,1,179
England,Australia,85,2,9.2,48,1,179
England,Australia,89,2,9.3,51,1,179
England,Australia,90,2,9.4,51,1,179
England,Australia,91,2,9.5,51,1,179
England,Australia,93,2,9.6,50,1,179
England,Australia,94,2,10.1,50,1,179
England,Australia,95,2,10.2,51,1,179
England,Australia,99,2,10.3,51,1,179
England,Australia,100,2,10.4,51,1,179
England,Australia,100,3,10.5,51,1,179
England,Australia,101,3,10.6,51,1,179
England,Australia,102,3,11.1,51,1,179
England,Australia,102,4,11.2,51,2,179
England,Australia,102,4,11.3,50,2,179
England,Australia,103,4,11.4,51,2,179
England,Australia,104,4,11.5,48,2,179
England,Australia,105,4,11.6,47,2,179
England,Australia,106,4,12.1,47,2,179
England,Australia,106,4,12.2,43,2,179
England,Australia,107,4,12.3,42,2,179
England,Australia,107,4,12.4,41,2,179
England,Australia,108,4,12.5,41,2,179
England,Australia,109,4,12.6,41,2,179
England,Australia,109,5,13.1,40,3,179
England,Australia,109,5,13.2,39,3,179
England,Australia,110,5,13.3,39,3,179
England,Australia,110,5,13.4,35,3,179
England,Australia,111,5,13.5,35,3,179
England,Australia,111,5,13.6,29,3,179
England,Australia,114,5,14.1,31,3,179
England,Australia,116,5,14.2,31,3,179
England,Australia,117,5,14.3,28,3,179
England,Australia,117,5,14.4,27,3,179
England,Australia,118,5,14.5,27,3,179
England,Australia,124,5,14.6,31,3,179
England,Australia,125,5,15.1,31,3,179
England,Australia,126,5,15.2,31,3,179
England,Australia,126,5,15.3,27,3,179
England,Australia,127,5,15.4,27,3,179
England,Australia,131,5,15.5,31,2,179
England,Australia,132,5,15.6,31,2,179
England,Australia,133,5,16.1,31,2,179
England,Australia,133,5,16.2,31,1,179
England,Australia,137,5,16.3,35,1,179
England,Australia,138,5,16.3,35,1,179
England,Australia,139,5,16.4,35,1,179
England,Australia,143,5,16.5,38,1,179
England,Australia,149,5,16.6,43,1,179
England,Australia,151,5,17.1,45,1,179
England,Australia,152,5,17.2,45,1,179
England,Australia,153,5,17.3,46,1,179
England,Australia,155,5,17.4,47,1,179
England,Australia,156,5,17.5,47,1,179
England,Australia,157,5,17.6,48,0,179
England,Australia,158,5,18.1,49,0,179
England,Australia,158,6,18.2,48,1,179
England,Australia,159,6,18.3,49,1,179
England,Australia,159,6,18.4,48,1,179
England,Australia,163,6,18.5,52,1,179
England,Australia,167,6,18.6,53,1,179
England,Australia,169,6,19.1,53,1,179
England,Australia,173,6,19.2,56,1,179
England,Australia,175,6,19.3,58,1,179
England,Australia,175,7,19.4,57,2,179
England,Australia,179,7,19.5,55,2,179
England,Australia,179,8,19.6,54,3,179
Australia,New Zealand,1,0,0.0,1,0,214
Australia,New Zealand,2,0,0.1,2,0,214
Australia,New Zealand,2,0,0.2,2,0,214
Australia,New Zealand,3,0,0.3,3,0,214
Australia,New Zealand,4,0,0.4,4,0,214
Australia,New Zealand,10,0,0.5,10,0,214
Australia,New Zealand,10,1,0.6,10,1,214
Australia,New Zealand,10,1,1.1,10,1,214
Australia,New Zealand,14,1,1.2,14,1,214
Australia,New Zealand,20,1,1.3,20,1,214
Australia,New Zealand,21,1,1.4,21,1,214
Australia,New Zealand,21,2,1.5,21,2,214
Australia,New Zealand,22,2,1.6,22,2,214
Australia,New Zealand,22,2,2.1,22,2,214
Australia,New Zealand,22,2,2.2,22,2,214
Australia,New Zealand,23,2,2.3,23,2,214
Australia,New Zealand,25,2,2.4,25,2,214
Australia,New Zealand,25,2,2.5,25,2,214
Australia,New Zealand,26,2,2.6,26,2,214
Australia,New Zealand,30,2,3.1,30,2,214
Australia,New Zealand,31,2,3.1,31,2,214
Australia,New Zealand,37,2,3.2,37,2,214
Australia,New Zealand,41,2,3.3,41,2,214
Australia,New Zealand,45,2,3.4,45,2,214
Australia,New Zealand,45,2,3.5,45,2,214
Australia,New Zealand,46,2,3.5,46,2,214
Australia,New Zealand,46,3,3.6,46,3,214
Australia,New Zealand,50,3,4.1,50,3,214
Australia,New Zealand,51,3,4.2,51,3,214
Australia,New Zealand,51,3,4.3,51,3,214
Australia,New Zealand,51,3,4.4,50,3,214
Australia,New Zealand,53,3,4.5,51,3,214
Australia,New Zealand,54,3,4.6,52,3,214
Australia,New Zealand,54,4,5.1,51,4,214
Australia,New Zealand,55,4,5.2,51,4,214
Australia,New Zealand,56,4,5.3,46,4,214
Australia,New Zealand,57,4,5.4,47,3,214
Australia,New Zealand,57,4,5.5,47,3,214
Australia,New Zealand,58,4,5.6,44,3,214
Australia,New Zealand,59,4,6.1,39,3,214
Australia,New Zealand,60,4,6.2,39,3,214
Australia,New Zealand,61,4,6.3,40,2,214
Australia,New Zealand,62,4,6.4,40,2,214
Australia,New Zealand,63,4,6.5,41,2,214
Australia,New Zealand,64,4,6.6,42,2,214
Australia,New Zealand,64,4,7.1,41,2,214
Australia,New Zealand,65,4,7.2,40,2,214
Australia,New Zealand,69,4,7.3,44,2,214
Australia,New Zealand,70,4,7.4,44,2,214
Australia,New Zealand,71,4,7.5,41,2,214
Australia,New Zealand,72,4,7.6,41,2,214
Australia,New Zealand,73,4,8.1,36,2,214
Australia,New Zealand,73,4,8.2,32,2,214
Australia,New Zealand,74,4,8.3,29,2,214
Australia,New Zealand,78,4,8.4,33,2,214
Australia,New Zealand,78,4,8.5,32,2,214
Australia,New Zealand,79,4,8.6,33,1,214
Australia,New Zealand,83,4,9.1,33,1,214
Australia,New Zealand,84,4,9.2,33,1,214
Australia,New Zealand,85,4,9.3,34,1,214
Australia,New Zealand,86,4,9.4,35,1,214
Australia,New Zealand,87,4,9.5,34,1,214
Australia,New Zealand,89,4,9.6,35,1,214
Australia,New Zealand,90,4,10.1,36,0,214
Australia,New Zealand,91,4,10.2,36,0,214
Australia,New Zealand,92,4,10.3,36,0,214
Australia,New Zealand,92,4,10.4,35,0,214
Australia,New Zealand,92,4,10.5,35,0,214
Australia,New Zealand,94,4,10.6,36,0,214
Australia,New Zealand,100,4,11.1,41,0,214
Australia,New Zealand,100,4,11.2,40,0,214
Australia,New Zealand,104,4,11.3,43,0,214
Australia,New Zealand,108,4,11.4,46,0,214
Australia,New Zealand,108,4,11.5,45,0,214
Australia,New Zealand,109,4,11.6,45,0,214
Australia,New Zealand,109,4,12.1,45,0,214
Australia,New Zealand,110,4,12.2,45,0,214
Australia,New Zealand,114,4,12.3,45,0,214
Australia,New Zealand,115,4,12.4,45,0,214
Australia,New Zealand,116,4,12.5,45,0,214
Australia,New Zealand,117,4,12.6,45,0,214
Australia,New Zealand,119,4,13.1,46,0,214
Australia,New Zealand,123,4,13.2,50,0,214
Australia,New Zealand,127,4,13.3,53,0,214
Australia,New Zealand,127,4,13.4,49,0,214
Australia,New Zealand,133,4,13.5,55,0,214
Australia,New Zealand,134,4,13.6,55,0,214
Australia,New Zealand,135,4,14.1,52,0,214
Australia,New Zealand,137,4,14.2,53,0,214
Australia,New Zealand,137,5,14.3,52,1,214
Australia,New Zealand,138,5,14.4,52,1,214
Australia,New Zealand,140,5,14.5,53,1,214
Australia,New Zealand,141,5,14.6,52,1,214
Australia,New Zealand,142,5,15.1,52,1,214
Australia,New Zealand,144,5,15.2,53,1,214
Australia,New Zealand,144,5,15.3,52,1,214
Australia,New Zealand,145,5,15.4,53,1,214
Australia,New Zealand,146,5,15.5,54,1,214
Australia,New Zealand,147,5,15.6,53,1,214
Australia,New Zealand,148,5,16.1,48,1,214
Australia,New Zealand,149,5,16.2,49,1,214
Australia,New Zealand,150,5,16.3,46,1,214
Australia,New Zealand,150,5,16.4,42,1,214
Australia,New Zealand,151,5,16.5,43,1,214
Australia,New Zealand,155,5,16.6,46,1,214
Australia,New Zealand,156,5,17.1,47,1,214
Australia,New Zealand,157,5,17.2,47,1,214
Australia,New Zealand,158,5,17.3,44,1,214
Australia,New Zealand,158,5,17.4,43,1,214
Australia,New Zealand,164,5,17.5,48,1,214
Australia,New Zealand,170,5,17.6,53,1,214
Australia,New Zealand,176,5,18.1,57,1,214
Australia,New Zealand,178,5,18.2,55,1,214
Australia,New Zealand,184,5,18.3,57,1,214
Australia,New Zealand,190,5,18.4,63,1,214
Australia,New Zealand,194,5,18.5,61,1,214
Australia,New Zealand,200,5,18.6,66,1,214
Australia,New Zealand,201,5,19.1,66,1,214
Australia,New Zealand,205,5,19.2,68,1,214
Australia,New Zealand,207,5,19.3,70,0,214
Australia,New Zealand,208,5,19.4,70,0,214
Australia,New Zealand,214,5,19.5,74,0,214
Australia,New Zealand,214,5,19.6,73,0,214
South Africa,New Zealand,0,0,0.1,0,0,133
South Africa,New Zealand,0,0,0.2,0,0,133
South Africa,New Zealand,4,0,0.3,4,0,133
South Africa,New Zealand,8,0,0.4,8,0,133
South Africa,New Zealand,8,0,0.5,8,0,133
South Africa,New Zealand,12,0,0.6,12,0,133
South Africa,New Zealand,12,0,1.1,12,0,133
South Africa,New Zealand,13,0,1.2,13,0,133
South Africa,New Zealand,13,0,1.3,13,0,133
South Africa,New Zealand,15,0,1.4,15,0,133
South Africa,New Zealand,17,0,1.4,17,0,133
South Africa,New Zealand,21,0,1.5,21,0,133
South Africa,New Zealand,24,0,1.6,24,0,133
South Africa,New Zealand,26,0,2.1,26,0,133
South Africa,New Zealand,26,0,2.2,26,0,133
South Africa,New Zealand,26,0,2.3,26,0,133
South Africa,New Zealand,26,0,2.4,26,0,133
South Africa,New Zealand,27,0,2.5,27,0,133
South Africa,New Zealand,31,0,2.6,31,0,133
South Africa,New Zealand,32,0,3.1,32,0,133
South Africa,New Zealand,32,0,3.2,32,0,133
South Africa,New Zealand,32,0,3.3,32,0,133
South Africa,New Zealand,33,0,3.4,33,0,133
South Africa,New Zealand,33,0,3.5,33,0,133
South Africa,New Zealand,34,0,3.5,34,0,133
South Africa,New Zealand,34,0,3.6,34,0,133
South Africa,New Zealand,35,0,4.1,35,0,133
South Africa,New Zealand,35,0,4.2,35,0,133
South Africa,New Zealand,39,0,4.3,39,0,133
South Africa,New Zealand,43,0,4.4,43,0,133
South Africa,New Zealand,47,0,4.5,47,0,133
South Africa,New Zealand,48,0,4.6,48,0,133
South Africa,New Zealand,48,0,5.1,44,0,133
South Africa,New Zealand,52,0,5.2,44,0,133
South Africa,New Zealand,52,0,5.3,44,0,133
South Africa,New Zealand,56,0,5.4,44,0,133
South Africa,New Zealand,57,0,5.5,45,0,133
South Africa,New Zealand,59,0,5.6,46,0,133
South Africa,New Zealand,59,0,6.1,46,0,133
South Africa,New Zealand,59,0,6.2,44,0,133
South Africa,New Zealand,59,0,6.3,42,0,133
South Africa,New Zealand,65,0,6.4,44,0,133
South Africa,New Zealand,66,0,6.5,42,0,133
South Africa,New Zealand,66,0,6.6,40,0,133
South Africa,New Zealand,70,0,7.1,44,0,133
South Africa,New Zealand,71,0,7.2,45,0,133
South Africa,New Zealand,71,0,7.3,45,0,133
South Africa,New Zealand,71,0,7.4,44,0,133
South Africa,New Zealand,77,0,7.5,46,0,133
South Africa,New Zealand,78,0,7.6,46,0,133
South Africa,New Zealand,79,0,8.1,47,0,133
South Africa,New Zealand,79,0,8.2,47,0,133
South Africa,New Zealand,79,0,8.3,46,0,133
South Africa,New Zealand,80,0,8.4,47,0,133
South Africa,New Zealand,81,0,8.5,47,0,133
South Africa,New Zealand,82,0,8.6,48,0,133
South Africa,New Zealand,83,0,9.1,48,0,133
South Africa,New Zealand,84,0,9.2,49,0,133
South Africa,New Zealand,84,0,9.3,45,0,133
South Africa,New Zealand,84,1,9.4,41,1,133
South Africa,New Zealand,88,1,9.5,41,1,133
South Africa,New Zealand,88,1,9.6,40,1,133
South Africa,New Zealand,89,1,10.1,41,1,133
South Africa,New Zealand,90,1,10.2,38,1,133
South Africa,New Zealand,90,2,10.3,38,2,133
South Africa,New Zealand,90,2,10.4,34,2,133
South Africa,New Zealand,90,2,10.5,33,2,133
South Africa,New Zealand,90,2,10.6,31,2,133
South Africa,New Zealand,92,2,11.1,33,2,133
South Africa,New Zealand,93,2,11.2,34,2,133
South Africa,New Zealand,93,2,11.3,34,2,133
South Africa,New Zealand,94,2,11.4,29,2,133
South Africa,New Zealand,95,2,11.5,29,2,133
South Africa,New Zealand,99,2,11.6,33,2,133
South Africa,New Zealand,99,3,12.1,29,3,133
South Africa,New Zealand,100,3,12.2,29,3,133
South Africa,New Zealand,101,3,12.3,30,3,133
South Africa,New Zealand,102,3,12.4,31,3,133
South Africa,New Zealand,102,3,12.5,25,3,133
South Africa,New Zealand,103,3,12.6,25,3,133
South Africa,New Zealand,104,3,13.1,25,3,133
South Africa,New Zealand,104,3,13.2,25,3,133
South Africa,New Zealand,105,3,13.3,26,3,133
South Africa,New Zealand,105,4,13.4,25,4,133
South Africa,New Zealand,106,4,13.5,25,4,133
South Africa,New Zealand,106,4,13.6,24,4,133
South Africa,New Zealand,106,5,14.1,23,5,133
South Africa,New Zealand,107,5,14.2,23,5,133
South Africa,New Zealand,107,5,14.3,23,5,133
South Africa,New Zealand,108,5,14.4,24,4,133
South Africa,New Zealand,108,5,14.5,20,4,133
South Africa,New Zealand,109,5,14.6,21,4,133
South Africa,New Zealand,110,5,15.1,21,4,133
South Africa,New Zealand,110,6,15.2,20,5,133
South Africa,New Zealand,110,6,15.3,20,4,133
South Africa,New Zealand,111,6,15.4,21,4,133
South Africa,New Zealand,112,6,15.5,22,4,133
South Africa,New Zealand,112,6,15.6,22,4,133
South Africa,New Zealand,113,6,16.1,21,4,133
South Africa,New Zealand,113,6,16.2,20,4,133
South Africa,New Zealand,115,6,16.3,22,4,133
South Africa,New Zealand,115,6,16.4,21,4,133
South Africa,New Zealand,117,7,16.4,22,5,133
South Africa,New Zealand,118,7,16.5,19,5,133
South Africa,New Zealand,119,7,16.6,20,4,133
South Africa,New Zealand,119,7,17.1,19,4,133
South Africa,New Zealand,120,7,17.2,19,4,133
South Africa,New Zealand,121,7,17.3,19,4,133
South Africa,New Zealand,121,8,17.4,19,5,133
South Africa,New Zealand,121,8,17.5,18,5,133
South Africa,New Zealand,121,8,17.6,17,5,133
South Africa,New Zealand,122,8,18.1,18,5,133
South Africa,New Zealand,123,8,18.2,18,5,133
South Africa,New Zealand,129,8,18.3,24,4,133
South Africa,New Zealand,129,9,18.4,23,5,133
South Africa,New Zealand,129,9,18.5,23,5,133
South Africa,New Zealand,129,9,18.6,23,4,133
South Africa,New Zealand,129,9,19.1,22,4,133
South Africa,New Zealand,133,9,19.2,26,4,133
South Africa,New Zealand,133,10,19.3,25,5,133
England,Pakistan,1,0,0.1,1,0,144
England,Pakistan,1,0,0.2,1,0,144
England,Pakistan,2,0,0.3,2,0,144
England,Pakistan,3,0,0.4,3,0,144
England,Pakistan,3,0,0.5,3,0,144
England,Pakistan,3,0,0.6,3,0,144
England,Pakistan,4,0,1.1,4,0,144
England,Pakistan,4,0,1.2,4,0,144
England,Pakistan,4,0,1.3,4,0,144
England,Pakistan,5,0,1.4,5,0,144
England,Pakistan,9,0,1.5,9,0,144
England,Pakistan,9,0,1.6,9,0,144
England,Pakistan,9,0,2.1,9,0,144
England,Pakistan,10,0,2.2,10,0,144
England,Pakistan,10,0,2.3,10,0,144
England,Pakistan,14,0,2.4,14,0,144
England,Pakistan,18,0,2.5,18,0,144
England,Pakistan,22,0,2.6,22,0,144
England,Pakistan,23,0,3.1,23,0,144
England,Pakistan,24,0,3.2,24,0,144
England,Pakistan,28,0,3.3,28,0,144
England,Pakistan,29,0,3.4,29,0,144
England,Pakistan,29,0,3.5,29,0,144
England,Pakistan,33,0,3.6,33,0,144
England,Pakistan,33,0,4.1,33,0,144
England,Pakistan,37,0,4.2,37,0,144
England,Pakistan,37,0,4.3,37,0,144
England,Pakistan,38,0,4.4,38,0,144
England,Pakistan,39,0,4.5,39,0,144
England,Pakistan,39,1,4.6,39,1,144
England,Pakistan,40,1,5.1,39,1,144
England,Pakistan,40,2,5.2,39,2,144
England,Pakistan,40,2,5.3,38,2,144
England,Pakistan,40,3,5.4,37,3,144
England,Pakistan,40,3,5.5,37,3,144
England,Pakistan,40,3,5.6,37,3,144
England,Pakistan,41,3,6.1,37,3,144
England,Pakistan,41,3,6.2,37,3,144
England,Pakistan,41,3,6.3,37,3,144
England,Pakistan,41,3,6.4,36,3,144
England,Pakistan,41,3,6.5,32,3,144
England,Pakistan,42,3,6.5,33,3,144
England,Pakistan,44,3,6.6,35,3,144
England,Pakistan,44,3,7.1,34,3,144
England,Pakistan,44,3,7.2,34,3,144
England,Pakistan,45,3,7.3,31,3,144
England,Pakistan,45,3,7.4,27,3,144
England,Pakistan,46,3,7.5,24,3,144
England,Pakistan,50,3,7.6,27,3,144
England,Pakistan,50,4,8.1,26,4,144
England,Pakistan,51,4,8.2,23,4,144
England,Pakistan,52,4,8.3,23,4,144
England,Pakistan,53,4,8.4,24,4,144
England,Pakistan,57,4,8.5,24,4,144
England,Pakistan,57,4,8.6,24,4,144
England,Pakistan,58,4,9.1,21,4,144
England,Pakistan,58,4,9.2,21,4,144
England,Pakistan,59,4,9.3,21,4,144
England,Pakistan,59,4,9.4,20,4,144
England,Pakistan,59,4,9.5,20,3,144
England,Pakistan,60,4,9.6,20,3,144
England,Pakistan,60,4,10.1,20,2,144
England,Pakistan,61,4,10.2,21,2,144
England,Pakistan,62,4,10.3,22,1,144
England,Pakistan,64,4,10.4,24,1,144
England,Pakistan,66,4,10.5,26,1,144
England,Pakistan,70,4,10.6,29,1,144
England,Pakistan,71,4,11.1,30,1,144
England,Pakistan,72,4,11.2,31,1,144
England,Pakistan,76,4,11.3,35,1,144
England,Pakistan,80,4,11.4,39,1,144
England,Pakistan,80,4,11.5,38,1,144
England,Pakistan,81,4,11.5,37,1,144
England,Pakistan,82,4,11.6,38,1,144
England,Pakistan,83,4,12.1,39,1,144
England,Pakistan,83,4,12.2,38,1,144
England,Pakistan,84,4,12.3,39,1,144
England,Pakistan,85,4,12.4,39,1,144
England,Pakistan,86,4,12.5,36,1,144
England,Pakistan,87,4,12.6,37,0,144
England,Pakistan,88,4,13.1,37,0,144
England,Pakistan,92,4,13.2,40,0,144
England,Pakistan,93,4,13.2,40,0,144
England,Pakistan,93,4,13.3,36,0,144
England,Pakistan,93,4,13.4,36,0,144
England,Pakistan,94,4,13.5,36,0,144
England,Pakistan,96,4,13.6,38,0,144
England,Pakistan,97,4,14.1,38,0,144
England,Pakistan,97,5,14.2,38,1,144
England,Pakistan,98,5,14.3,39,1,144
England,Pakistan,99,5,14.4,39,1,144
England,Pakistan,100,5,14.5,40,1,144
England,Pakistan,101,5,14.6,40,1,144
England,Pakistan,102,5,15.1,40,1,144
England,Pakistan,103,5,15.2,39,1,144
England,Pakistan,104,5,15.3,38,1,144
England,Pakistan,105,5,15.4,35,1,144
England,Pakistan,106,5,15.5,35,1,144
England,Pakistan,106,5,15.6,34,1,144
England,Pakistan,107,5,16.1,31,1,144
England,Pakistan,111,5,16.2,31,1,144
England,Pakistan,112,5,16.3,32,1,144
England,Pakistan,113,5,16.4,32,1,144
England,Pakistan,114,5,16.5,32,1,144
England,Pakistan,114,6,16.6,31,2,144
England,Pakistan,114,6,17.1,31,2,144
England,Pakistan,115,6,17.2,31,2,144
England,Pakistan,116,6,17.3,31,2,144
England,Pakistan,116,6,17.4,30,2,144
England,Pakistan,118,6,17.5,31,2,144
England,Pakistan,119,6,17.6,31,2,144
England,Pakistan,119,6,18.1,27,2,144
England,Pakistan,123,6,18.2,30,2,144
England,Pakistan,124,6,18.3,31,2,144
England,Pakistan,125,6,18.4,32,2,144
England,Pakistan,129,6,18.5,35,2,144
England,Pakistan,130,6,18.6,34,2,144
England,Pakistan,130,7,19.1,33,3,144
England,Pakistan,131,7,19.2,34,2,144
England,Pakistan,132,7,19.3,34,2,144
England,Pakistan,138,7,19.4,39,2,144
England,Pakistan,142,7,19.5,42,2,144
England,Pakistan,144,7,19.6,43,2,144
Sri Lanka,England,1,0,0.0,1,0,163
Sri Lanka,England,2,0,0.1,2,0,163
Sri Lanka,England,3,0,0.1,3,0,163
Sri Lanka,England,4,0,0.1,4,0,163
Sri Lanka,England,5,0,0.2,5,0,163
Sri Lanka,England,5,0,0.3,5,0,163
Sri Lanka,England,5,0,0.4,5,0,163
Sri Lanka,England,5,0,0.5,5,0,163
Sri Lanka,England,5,0,0.6,5,0,163
Sri Lanka,England,5,0,1.1,5,0,163
Sri Lanka,England,5,0,1.2,5,0,163
Sri Lanka,England,5,0,1.3,5,0,163
Sri Lanka,England,6,0,1.4,6,0,163
Sri Lanka,England,6,0,1.5,6,0,163
Sri Lanka,England,10,0,1.6,10,0,163
Sri Lanka,England,11,0,2.1,11,0,163
Sri Lanka,England,15,0,2.2,15,0,163
Sri Lanka,England,19,0,2.3,19,0,163
Sri Lanka,England,25,0,2.4,25,0,163
Sri Lanka,England,25,0,2.5,25,0,163
Sri Lanka,England,25,0,2.6,25,0,163
Sri Lanka,England,26,0,3.1,26,0,163
Sri Lanka,England,26,0,3.2,26,0,163
Sri Lanka,England,29,0,3.3,29,0,163
Sri Lanka,England,30,0,3.4,30,0,163
Sri Lanka,England,31,0,3.4,31,0,163
Sri Lanka,England,31,0,3.5,31,0,163
Sri Lanka,England,33,0,3.6,33,0,163
Sri Lanka,England,33,0,4.1,33,0,163
Sri Lanka,England,37,0,4.2,37,0,163
Sri Lanka,England,43,0,4.3,42,0,163
Sri Lanka,England,45,0,4.4,43,0,163
Sri Lanka,England,46,0,4.5,43,0,163
Sri Lanka,England,46,0,4.6,42,0,163
Sri Lanka,England,50,0,5.1,45,0,163
Sri Lanka,England,54,0,5.2,49,0,163
Sri Lanka,England,54,0,5.3,49,0,163
Sri Lanka,England,56,0,5.4,51,0,163
Sri Lanka,England,57,0,5.5,52,0,163
Sri Lanka,England,58,0,5.6,53,0,163
Sri Lanka,England,65,0,6.0,60,0,163
Sri Lanka,England,66,0,6.1,61,0,163
Sri Lanka,England,66,0,6.2,60,0,163
Sri Lanka,England,67,0,6.3,61,0,163
Sri Lanka,England,68,0,6.4,58,0,163
Sri Lanka,England,68,0,6.5,57,0,163
Sri Lanka,England,68,0,6.6,53,0,163
Sri Lanka,England,69,0,7.1,50,0,163
Sri Lanka,England,73,0,7.2,48,0,163
Sri Lanka,England,74,0,7.3,49,0,163
Sri Lanka,England,75,0,7.4,50,0,163
Sri Lanka,England,75,1,7.5,49,1,163
Sri Lanka,England,75,1,7.6,49,1,163
Sri Lanka,England,75,2,8.1,46,2,163
Sri Lanka,England,76,2,8.2,46,2,163
Sri Lanka,England,77,2,8.3,46,2,163
Sri Lanka,England,81,2,8.4,50,2,163
Sri Lanka,England,82,2,8.5,49,2,163
Sri Lanka,England,82,2,8.6,49,2,163
Sri Lanka,England,83,2,9.1,46,2,163
Sri Lanka,England,83,2,9.2,40,2,163
Sri Lanka,England,84,2,9.3,39,2,163
Sri Lanka,England,84,2,9.4,38,2,163
Sri Lanka,England,84,3,9.5,38,3,163
Sri Lanka,England,84,3,9.6,34,3,163
Sri Lanka,England,84,4,10.1,30,4,163
Sri Lanka,England,85,4,10.2,31,4,163
Sri Lanka,England,89,4,10.3,33,4,163
Sri Lanka,England,90,4,10.4,33,4,163
Sri Lanka,England,91,4,10.5,33,4,163
Sri Lanka,England,95,4,10.6,30,4,163
Sri Lanka,England,95,4,11.1,29,4,163
Sri Lanka,England,96,4,11.2,30,4,163
Sri Lanka,England,97,4,11.3,30,4,163
Sri Lanka,England,99,4,11.4,31,4,163
Sri Lanka,England,101,4,11.5,33,4,163
Sri Lanka,England,102,4,11.5,34,4,163
Sri Lanka,England,102,5,11.6,33,5,163
Sri Lanka,England,104,5,12.1,31,5,163
Sri Lanka,England,108,5,12.2,34,5,163
Sri Lanka,England,108,5,12.3,33,5,163
Sri Lanka,England,109,5,12.4,34,4,163
Sri Lanka,England,110,5,12.5,35,4,163
Sri Lanka,England,111,5,12.6,36,3,163
Sri Lanka,England,113,5,13.1,37,3,163
Sri Lanka,England,114,5,13.2,37,3,163
Sri Lanka,England,115,5,13.3,34,3,163
Sri Lanka,England,117,5,13.4,35,3,163
Sri Lanka,England,117,6,13.5,35,4,163
Sri Lanka,England,118,6,13.6,35,4,163
Sri Lanka,England,118,6,14.1,35,4,163
Sri Lanka,England,118,6,14.2,34,4,163
Sri Lanka,England,120,6,14.3,36,4,163
Sri Lanka,England,121,6,14.4,37,3,163
Sri Lanka,England,122,6,14.4,38,3,163
Sri Lanka,England,123,6,14.5,39,2,163
Sri Lanka,England,126,6,14.6,41,2,163
Sri Lanka,England,127,6,15.1,38,2,163
Sri Lanka,England,129,6,15.2,39,2,163
Sri Lanka,England,135,6,15.3,44,2,163
Sri Lanka,England,136,6,15.4,41,2,163
Sri Lanka,England,136,7,15.5,41,3,163
Sri Lanka,England,137,7,15.6,41,3,163
Sri Lanka,England,139,7,16.1,42,3,163
Sri Lanka,England,140,7,16.2,41,3,163
Sri Lanka,England,140,7,16.3,39,3,163
Sri Lanka,England,140,7,16.4,38,3,163
Sri Lanka,England,141,7,16.5,39,2,163
Sri Lanka,England,141,7,16.6,37,2,163
Sri Lanka,England,141,7,17.1,33,2,163
Sri Lanka,England,144,7,17.2,36,2,163
Sri Lanka,England,146,7,17.3,37,2,163
Sri Lanka,England,148,7,17.4,38,2,163
Sri Lanka,England,149,7,17.5,38,2,163
Sri Lanka,England,151,7,17.6,38,2,163
Sri Lanka,England,153,7,18.0,39,2,163
