bat_team,bowl_team,runs,wickets,overs,runs_last_5,wickets_last_5,total
England,New Zealand,91,2,8.2,66,2,214
England,New Zealand,91,2,8.3,62,2,214
England,New Zealand,91,3,8.4,62,2,214
England,New Zealand,91,3,8.5,62,2,214
England,New Zealand,95,3,8.6,65,2,214
England,New Zealand,99,3,9.1,69,2,214
England,New Zealand,103,3,9.2,73,2,214
England,New Zealand,103,3,9.3,69,2,214
England,New Zealand,103,3,9.4,69,2,214
England,New Zealand,103,3,9.5,63,2,214
England,New Zealand,109,3,9.6,68,2,214
England,New Zealand,110,3,10.1,69,2,214
England,New Zealand,110,3,10.2,63,2,214
England,New Zealand,111,3,10.3,60,2,214
England,New Zealand,111,3,10.4,59,2,214
England,New Zealand,117,3,10.5,61,2,214
England,New Zealand,118,3,10.6,56,2,214
England,New Zealand,124,3,11.1,61,2,214
England,New Zealand,128,3,11.2,65,2,214
England,New Zealand,129,3,11.3,65,2,214
England,New Zealand,130,3,11.4,66,2,214
England,New Zealand,131,3,11.4,61,2,214
England,New Zealand,132,3,11.5,61,2,214
England,New Zealand,133,3,11.6,61,2,214
England,New Zealand,134,3,12.1,56,2,214
England,New Zealand,134,3,12.2,55,2,214
England,New Zealand,136,3,12.3,53,2,214
England,New Zealand,137,3,12.4,48,2,214
England,New Zealand,143,3,12.5,54,1,214
England,New Zealand,144,3,12.6,54,1,214
England,New Zealand,145,3,13.1,54,1,214
England,New Zealand,146,3,13.2,55,1,214
England,New Zealand,150,3,13.3,59,0,214
England,New Zealand,151,3,13.4,60,0,214
England,New Zealand,152,3,13.5,57,0,214
England,New Zealand,153,3,13.6,54,0,214
England,New Zealand,157,3,14.1,54,0,214
England,New Zealand,163,3,14.2,60,0,214
England,New Zealand,164,3,14.3,61,0,214
England,New Zealand,165,3,14.4,62,0,214
England,New Zealand,165,3,14.5,56,0,214
England,New Zealand,166,3,14.6,56,0,214
England,New Zealand,167,3,15.1,57,0,214
England,New Zealand,171,3,15.2,60,0,214
England,New Zealand,172,3,15.3,61,0,214
England,New Zealand,172,3,15.4,55,0,214
England,New Zealand,172,4,15.5,54,1,214
England,New Zealand,173,4,15.6,49,1,214
England,New Zealand,174,4,16.1,46,1,214
England,New Zealand,174,4,16.2,45,1,214
England,New Zealand,180,4,16.3,50,1,214
England,New Zealand,186,4,16.4,55,1,214
England,New Zealand,190,4,16.5,58,1,214
England,New Zealand,191,4,16.6,58,1,214
England,New Zealand,191,4,17.1,57,1,214
England,New Zealand,192,4,17.2,58,1,214
England,New Zealand,193,4,17.3,57,1,214
England,New Zealand,194,4,17.4,57,1,214
England,New Zealand,194,5,17.5,51,2,214
England,New Zealand,195,5,17.6,51,2,214
England,New Zealand,196,5,18.1,51,2,214
England,New Zealand,197,5,18.2,51,2,214
England,New Zealand,197,6,18.3,47,3,214
England,New Zealand,198,6,18.4,47,3,214
England,New Zealand,198,6,18.5,46,3,214
England,New Zealand,202,6,18.6,49,3,214
England,New Zealand,203,6,19.1,46,3,214
England,New Zealand,203,7,19.2,40,4,214
England,New Zealand,203,7,19.3,39,4,214
England,New Zealand,203,7,19.4,38,4,214
England,New Zealand,209,7,19.5,44,4,214
England,New Zealand,214,7,19.5,48,4,214
England,New Zealand,214,7,19.6,47,4,214
New Zealand,England,0,0,0.1,0,0,192
New Zealand,England,1,0,0.2,1,0,192
New Zealand,England,2,0,0.3,2,0,192
New Zealand,England,8,0,0.4,8,0,192
New Zealand,England,9,0,0.5,9,0,192
New Zealand,England,10,0,0.6,10,0,192
New Zealand,England,10,0,1.1,10,0,192
New Zealand,England,11,0,1.2,11,0,192
New Zealand,England,11,0,1.3,11,0,192
New Zealand,England,12,0,1.4,12,0,192
New Zealand,England,14,0,1.5,14,0,192
New Zealand,England,20,0,1.6,20,0,192
New Zealand,England,20,0,2.1,20,0,192
New Zealand,England,21,0,2.2,21,0,192
New Zealand,England,21,0,2.3,21,0,192
New Zealand,England,22,0,2.4,22,0,192
New Zealand,England,22,0,2.5,22,0,192
New Zealand,England,26,0,2.6,26,0,192
New Zealand,England,27,0,3.1,27,0,192
New Zealand,England,28,0,3.2,28,0,192
New Zealand,England,30,0,3.3,30,0,192
New Zealand,England,32,0,3.4,32,0,192
New Zealand,England,33,0,3.5,33,0,192
New Zealand,England,34,0,3.6,34,0,192
New Zealand,England,34,0,4.1,34,0,192
New Zealand,England,35,0,4.2,35,0,192
New Zealand,England,41,0,4.3,41,0,192
New Zealand,England,42,0,4.4,42,0,192
New Zealand,England,46,0,4.5,46,0,192
New Zealand,England,47,0,4.6,47,0,192
New Zealand,England,51,0,5.1,51,0,192
New Zealand,England,52,0,5.2,51,0,192
New Zealand,England,53,0,5.3,51,0,192
New Zealand,England,54,0,5.4,46,0,192
New Zealand,England,54,0,5.5,45,0,192
New Zealand,England,54,0,5.6,44,0,192
New Zealand,England,58,0,6.1,48,0,192
New Zealand,England,59,0,6.2,48,0,192
New Zealand,England,59,0,6.3,48,0,192
New Zealand,England,60,0,6.4,48,0,192
New Zealand,England,61,0,6.5,47,0,192
New Zealand,England,62,0,6.6,42,0,192
New Zealand,England,62,0,7.1,42,0,192
New Zealand,England,62,0,7.2,41,0,192
New Zealand,England,68,0,7.3,47,0,192
New Zealand,England,69,0,7.4,47,0,192
New Zealand,England,70,0,7.5,48,0,192
New Zealand,England,71,0,7.6,45,0,192
New Zealand,England,75,0,8.1,48,0,192
New Zealand,England,75,1,8.2,47,1,192
New Zealand,England,75,1,8.3,45,1,192
New Zealand,England,75,1,8.4,43,1,192
New Zealand,England,75,1,8.5,42,1,192
New Zealand,England,76,1,8.6,42,1,192
New Zealand,England,77,1,9.1,43,1,192
New Zealand,England,83,1,9.2,48,1,192
New Zealand,England,83,1,9.3,42,1,192
New Zealand,England,84,1,9.4,42,1,192
New Zealand,England,84,1,9.5,38,1,192
New Zealand,England,84,1,9.6,37,1,192
New Zealand,England,86,1,10.1,35,1,192
New Zealand,England,87,1,10.2,35,1,192
New Zealand,England,93,1,10.3,40,1,192
New Zealand,England,94,1,10.4,40,1,192
New Zealand,England,95,1,10.5,41,1,192
New Zealand,England,95,1,10.6,41,1,192
New Zealand,England,96,1,11.1,38,1,192
New Zealand,England,96,1,11.2,37,1,192
New Zealand,England,102,1,11.3,43,1,192
New Zealand,England,105,1,11.4,45,1,192
New Zealand,England,105,2,11.5,44,2,192
New Zealand,England,105,2,11.6,43,2,192
New Zealand,England,106,2,12.1,44,2,192
New Zealand,England,107,2,12.2,45,2,192
New Zealand,England,108,2,12.3,40,2,192
New Zealand,England,109,2,12.4,40,2,192
New Zealand,England,110,2,12.5,40,2,192
New Zealand,England,111,2,12.6,40,2,192
New Zealand,England,112,2,13.1,37,2,192
New Zealand,England,112,2,13.2,37,1,192
New Zealand,England,112,2,13.3,37,1,192
New Zealand,England,116,2,13.4,41,1,192
New Zealand,England,120,2,13.5,45,1,192
New Zealand,England,124,2,13.6,48,1,192
New Zealand,England,124,3,14.1,47,2,192
New Zealand,England,125,3,14.2,42,2,192
New Zealand,England,125,3,14.3,42,2,192
New Zealand,England,125,3,14.4,41,2,192
New Zealand,England,126,3,14.5,42,2,192
New Zealand,England,130,3,14.6,46,2,192
New Zealand,England,131,3,15.0,45,2,192
New Zealand,England,131,3,15.1,44,2,192
New Zealand,England,132,3,15.2,39,2,192
New Zealand,England,133,3,15.3,39,2,192
New Zealand,England,135,3,15.4,40,2,192
New Zealand,England,139,3,15.5,44,2,192
New Zealand,England,139,4,15.6,43,3,192
New Zealand,England,141,4,16.1,45,3,192
New Zealand,England,142,4,16.2,40,3,192
New Zealand,England,143,4,16.3,38,3,192
New Zealand,England,144,4,16.4,39,2,192
New Zealand,England,146,4,16.5,41,2,192
New Zealand,England,146,4,16.6,40,2,192
New Zealand,England,147,4,17.1,40,2,192
New Zealand,England,149,4,17.2,41,2,192
New Zealand,England,153,4,17.3,44,2,192
New Zealand,England,154,4,17.4,44,2,192
New Zealand,England,154,4,17.5,43,2,192
New Zealand,England,154,5,17.6,42,3,192
New Zealand,England,155,5,18.1,43,3,192
New Zealand,England,156,5,18.2,44,3,192
New Zealand,England,162,5,18.3,46,3,192
New Zealand,England,168,5,18.4,48,3,192
New Zealand,England,170,5,18.5,46,3,192
New Zealand,England,176,5,18.6,52,2,192
New Zealand,England,177,5,19.1,52,2,192
New Zealand,England,178,5,19.2,53,2,192
New Zealand,England,179,5,19.3,54,2,192
New Zealand,England,183,5,19.4,57,2,192
New Zealand,England,188,5,19.4,58,2,192
New Zealand,England,188,6,19.5,57,3,192
New Zealand,England,192,6,19.6,61,3,192
New Zealand,England,0,0,0.1,0,0,139
New Zealand,England,1,0,0.2,1,0,139
New Zealand,England,1,0,0.3,1,0,139
New Zealand,England,2,0,0.4,2,0,139
New Zealand,England,3,0,0.5,3,0,139
New Zealand,England,3,0,0.6,3,0,139
New Zealand,England,3,0,1.1,3,0,139
New Zealand,England,7,0,1.2,7,0,139
New Zealand,England,7,0,1.3,7,0,139
New Zealand,England,8,0,1.4,8,0,139
New Zealand,England,8,0,1.5,8,0,139
New Zealand,England,9,0,1.6,9,0,139
New Zealand,England,9,0,2.1,9,0,139
New Zealand,England,9,0,2.2,9,0,139
New Zealand,England,11,0,2.3,11,0,139
New Zealand,England,12,0,2.4,12,0,139
New Zealand,England,12,0,2.5,12,0,139
New Zealand,England,16,0,2.6,16,0,139
New Zealand,England,16,0,3.1,16,0,139
New Zealand,England,17,0,3.2,17,0,139
New Zealand,England,17,1,3.3,17,1,139
New Zealand,England,17,1,3.4,17,1,139
New Zealand,England,18,1,3.5,18,1,139
New Zealand,England,18,1,3.6,18,1,139
New Zealand,England,18,1,4.1,18,1,139
New Zealand,England,19,1,4.2,19,1,139
New Zealand,England,19,1,4.3,19,1,139
New Zealand,England,19,1,4.4,19,1,139
New Zealand,England,19,1,4.5,19,1,139
New Zealand,England,20,1,4.6,20,1,139
New Zealand,England,24,1,5.1,24,1,139
New Zealand,England,25,1,5.2,24,1,139
New Zealand,England,26,1,5.3,25,1,139
New Zealand,England,28,1,5.4,26,1,139
New Zealand,England,29,1,5.5,26,1,139
New Zealand,England,30,1,5.6,27,1,139
New Zealand,England,31,1,6.1,28,1,139
New Zealand,England,35,1,6.2,28,1,139
New Zealand,England,36,1,6.3,29,1,139
New Zealand,England,37,1,6.4,29,1,139
New Zealand,England,38,1,6.5,30,1,139
New Zealand,England,39,1,6.6,30,1,139
New Zealand,England,41,1,7.1,32,1,139
New Zealand,England,42,1,7.2,33,1,139
New Zealand,England,43,1,7.3,32,1,139
New Zealand,England,47,1,7.4,35,1,139
New Zealand,England,49,1,7.5,37,1,139
New Zealand,England,50,1,7.6,34,1,139
New Zealand,England,51,1,8.1,35,1,139
New Zealand,England,51,1,8.2,34,1,139
New Zealand,England,55,1,8.3,38,0,139
New Zealand,England,57,1,8.4,40,0,139
New Zealand,England,59,1,8.5,41,0,139
New Zealand,England,60,1,8.6,42,0,139
New Zealand,England,61,1,9.1,43,0,139
New Zealand,England,62,1,9.2,43,0,139
New Zealand,England,62,2,9.3,43,1,139
New Zealand,England,62,2,9.4,43,1,139
New Zealand,England,62,2,9.5,43,1,139
New Zealand,England,63,2,9.6,43,1,139
New Zealand,England,64,2,10.1,40,1,139
New Zealand,England,64,2,10.2,39,1,139
New Zealand,England,64,2,10.3,38,1,139
New Zealand,England,70,2,10.4,42,1,139
New Zealand,England,70,3,10.5,41,2,139
New Zealand,England,73,3,10.6,43,2,139
New Zealand,England,74,3,11.1,43,2,139
New Zealand,England,74,3,11.2,39,2,139
New Zealand,England,76,3,11.3,40,2,139
New Zealand,England,77,3,11.4,40,2,139
New Zealand,England,78,3,11.5,40,2,139
New Zealand,England,84,3,11.6,45,2,139
New Zealand,England,85,3,12.1,44,2,139
New Zealand,England,86,3,12.2,44,2,139
New Zealand,England,86,3,12.3,43,2,139
New Zealand,England,87,3,12.4,40,2,139
New Zealand,England,88,3,12.5,39,2,139
New Zealand,England,89,3,12.6,39,2,139
New Zealand,England,90,3,13.1,39,2,139
New Zealand,England,91,3,13.2,40,2,139
New Zealand,England,92,3,13.3,37,2,139
New Zealand,England,92,3,13.4,35,2,139
New Zealand,England,94,3,13.5,35,2,139
New Zealand,England,95,3,13.6,35,2,139
New Zealand,England,95,3,14.1,34,2,139
New Zealand,England,95,4,14.2,33,3,139
New Zealand,England,96,4,14.3,34,2,139
New Zealand,England,97,4,14.4,35,2,139
New Zealand,England,98,4,14.5,36,2,139
New Zealand,England,98,4,14.6,35,2,139
New Zealand,England,99,4,15.1,35,2,139
New Zealand,England,99,5,15.2,35,3,139
New Zealand,England,99,5,15.3,35,3,139
New Zealand,England,100,5,15.4,30,3,139
New Zealand,England,102,5,15.5,32,2,139
New Zealand,England,102,5,15.6,29,2,139
New Zealand,England,103,5,16.1,29,2,139
New Zealand,England,103,5,16.2,29,2,139
New Zealand,England,107,5,16.3,31,2,139
New Zealand,England,107,5,16.4,30,2,139
New Zealand,England,108,5,16.5,30,2,139
New Zealand,England,109,5,16.6,25,2,139
New Zealand,England,113,5,17.1,28,2,139
New Zealand,England,115,5,17.2,29,2,139
New Zealand,England,116,5,17.3,30,2,139
New Zealand,England,117,5,17.4,30,2,139
New Zealand,England,123,5,17.5,35,2,139
New Zealand,England,124,5,17.6,35,2,139
New Zealand,England,125,5,18.1,35,2,139
New Zealand,England,126,5,18.2,35,2,139
New Zealand,England,127,5,18.3,35,2,139
New Zealand,England,128,5,18.4,36,2,139
New Zealand,England,128,6,18.5,34,3,139
New Zealand,England,129,6,18.6,34,3,139
New Zealand,England,130,6,19.1,35,3,139
New Zealand,England,130,7,19.2,35,3,139
New Zealand,England,131,7,19.3,35,3,139
New Zealand,England,135,7,19.4,38,3,139
New Zealand,England,139,7,19.5,41,3,139
New Zealand,England,139,8,19.6,41,4,139
Australia,Pakistan,1,0,0.1,1,0,89
Australia,Pakistan,2,0,0.2,2,0,89
Australia,Pakistan,6,0,0.3,6,0,89
Australia,Pakistan,8,0,0.4,8,0,89
Australia,Pakistan,8,0,0.5,8,0,89
Australia,Pakistan,8,0,0.6,8,0,89
Australia,Pakistan,9,0,1.1,9,0,89
Australia,Pakistan,10,0,1.2,10,0,89
Australia,Pakistan,10,0,1.3,10,0,89
Australia,Pakistan,10,0,1.4,10,0,89
Australia,Pakistan,11,0,1.5,11,0,89
Australia,Pakistan,11,0,1.6,11,0,89
Australia,Pakistan,12,0,2.1,12,0,89
Australia,Pakistan,12,0,2.2,12,0,89
Australia,Pakistan,12,0,2.3,12,0,89
Australia,Pakistan,12,0,2.4,12,0,89
Australia,Pakistan,12,1,2.5,12,1,89
Australia,Pakistan,13,1,2.6,13,1,89
Australia,Pakistan,13,1,3.1,13,1,89
Australia,Pakistan,13,2,3.2,13,2,89
Australia,Pakistan,14,2,3.2,14,2,89
Australia,Pakistan,15,2,3.3,15,2,89
Australia,Pakistan,19,2,3.4,19,2,89
Australia,Pakistan,19,2,3.5,19,2,89
Australia,Pakistan,23,2,3.6,23,2,89
Australia,Pakistan,23,2,4.1,23,2,89
Australia,Pakistan,23,2,4.2,23,2,89
Australia,Pakistan,26,2,4.3,26,2,89
Australia,Pakistan,28,2,4.4,28,2,89
Australia,Pakistan,28,2,4.5,28,2,89
Australia,Pakistan,30,2,4.6,29,2,89
Australia,Pakistan,31,2,5.1,29,2,89
Australia,Pakistan,31,2,5.2,25,2,89
Australia,Pakistan,31,2,5.3,23,2,89
Australia,Pakistan,31,2,5.4,23,2,89
Australia,Pakistan,31,2,5.5,23,2,89
Australia,Pakistan,32,2,5.6,23,2,89
Australia,Pakistan,32,2,6.1,22,2,89
Australia,Pakistan,33,2,6.2,23,2,89
Australia,Pakistan,34,2,6.3,24,2,89
Australia,Pakistan,35,2,6.4,24,2,89
Australia,Pakistan,38,2,6.5,27,2,89
Australia,Pakistan,38,2,6.6,26,2,89
Australia,Pakistan,38,2,7.1,26,2,89
Australia,Pakistan,39,2,7.2,27,2,89
Australia,Pakistan,40,2,7.3,28,2,89
Australia,Pakistan,40,2,7.4,28,1,89
Australia,Pakistan,41,2,7.5,28,1,89
Australia,Pakistan,42,2,7.6,29,1,89
Australia,Pakistan,45,2,8.1,32,0,89
Australia,Pakistan,46,2,8.2,32,0,89
Australia,Pakistan,46,3,8.3,31,1,89
Australia,Pakistan,47,3,8.4,28,1,89
Australia,Pakistan,48,3,8.5,29,1,89
Australia,Pakistan,49,3,8.6,26,1,89
Australia,Pakistan,50,3,9.1,27,1,89
Australia,Pakistan,51,3,9.2,28,1,89
Australia,Pakistan,51,4,9.3,25,2,89
Australia,Pakistan,51,4,9.4,23,2,89
Australia,Pakistan,51,4,9.5,23,2,89
Australia,Pakistan,51,4,9.6,21,2,89
Australia,Pakistan,52,4,10.1,21,2,89
Australia,Pakistan,52,4,10.2,21,2,89
Australia,Pakistan,52,5,10.3,21,3,89
Australia,Pakistan,53,5,10.4,22,3,89
Australia,Pakistan,53,5,10.5,22,3,89
Australia,Pakistan,54,5,10.6,22,3,89
Australia,Pakistan,54,5,11.1,22,3,89
Australia,Pakistan,54,5,11.2,21,3,89
Australia,Pakistan,54,5,11.3,20,3,89
Australia,Pakistan,55,5,11.4,20,3,89
Australia,Pakistan,56,5,11.5,18,3,89
Australia,Pakistan,56,5,11.6,18,3,89
Australia,Pakistan,56,5,12.1,18,3,89
Australia,Pakistan,56,5,12.2,17,3,89
Australia,Pakistan,56,5,12.3,16,3,89
Australia,Pakistan,58,5,12.4,18,3,89
Australia,Pakistan,58,5,12.5,17,3,89
Australia,Pakistan,59,5,12.5,17,3,89
Australia,Pakistan,60,5,12.6,15,3,89
Australia,Pakistan,61,5,13.1,15,3,89
Australia,Pakistan,62,5,13.2,16,2,89
Australia,Pakistan,63,5,13.3,16,2,89
Australia,Pakistan,64,5,13.4,16,2,89
Australia,Pakistan,65,5,13.5,16,2,89
Australia,Pakistan,66,5,13.5,16,2,89
Australia,Pakistan,67,5,13.6,16,2,89
Australia,Pakistan,68,5,14.1,17,1,89
Australia,Pakistan,68,5,14.2,17,1,89
Australia,Pakistan,68,5,14.3,17,1,89
Australia,Pakistan,69,5,14.4,18,1,89
Australia,Pakistan,70,5,14.5,18,1,89
Australia,Pakistan,71,5,14.6,19,1,89
Australia,Pakistan,71,5,15.1,19,0,89
Australia,Pakistan,72,5,15.2,19,0,89
Australia,Pakistan,72,6,15.3,19,1,89
Australia,Pakistan,73,6,15.4,19,1,89
Australia,Pakistan,73,6,15.5,19,1,89
Australia,Pakistan,74,6,15.6,20,1,89
Australia,Pakistan,75,6,16.1,21,1,89
Australia,Pakistan,76,6,16.2,21,1,89
Australia,Pakistan,78,6,16.3,22,1,89
Australia,Pakistan,79,6,16.4,23,1,89
Australia,Pakistan,80,6,16.5,24,1,89
Australia,Pakistan,81,6,16.6,25,1,89
Australia,Pakistan,81,7,17.1,25,2,89
Australia,Pakistan,81,8,17.2,23,3,89
Australia,Pakistan,81,8,17.3,23,3,89
Australia,Pakistan,83,8,17.4,24,3,89
Australia,Pakistan,83,8,17.5,23,3,89
Australia,Pakistan,84,8,17.6,23,3,89
Australia,Pakistan,85,8,18.1,23,3,89
Australia,Pakistan,86,8,18.2,23,3,89
Australia,Pakistan,86,8,18.3,22,3,89
Australia,Pakistan,87,8,18.4,22,3,89
Australia,Pakistan,87,8,18.5,21,3,89
Australia,Pakistan,88,8,18.6,21,3,89
Australia,Pakistan,88,9,19.1,20,4,89
Australia,Pakistan,89,9,19.2,21,4,89
Australia,Pakistan,89,10,19.3,21,5,89
Pakistan,Australia,4,0,0.1,4,0,151
Pakistan,Australia,4,0,0.2,4,0,151
Pakistan,Australia,4,0,0.3,4,0,151
Pakistan,Australia,4,0,0.4,4,0,151
Pakistan,Australia,8,0,0.5,8,0,151
Pakistan,Australia,12,0,0.6,12,0,151
Pakistan,Australia,12,0,1.1,12,0,151
Pakistan,Australia,13,0,1.1,13,0,151
Pakistan,Australia,13,1,1.2,13,1,151
Pakistan,Australia,13,1,1.3,13,1,151
Pakistan,Australia,13,1,1.4,13,1,151
Pakistan,Australia,14,1,1.5,14,1,151
Pakistan,Australia,14,1,1.6,14,1,151
Pakistan,Australia,15,1,2.0,15,1,151
Pakistan,Australia,15,1,2.1,15,1,151
Pakistan,Australia,16,1,2.2,16,1,151
Pakistan,Australia,16,1,2.3,16,1,151
Pakistan,Australia,17,1,2.4,17,1,151
Pakistan,Australia,21,1,2.5,21,1,151
Pakistan,Australia,25,1,2.6,25,1,151
Pakistan,Australia,25,1,3.1,25,1,151
Pakistan,Australia,25,1,3.2,25,1,151
Pakistan,Australia,25,1,3.3,25,1,151
Pakistan,Australia,25,1,3.4,25,1,151
Pakistan,Australia,26,1,3.5,26,1,151
Pakistan,Australia,26,1,3.6,26,1,151
Pakistan,Australia,27,1,4.1,27,1,151
Pakistan,Australia,28,1,4.2,28,1,151
Pakistan,Australia,28,1,4.3,28,1,151
Pakistan,Australia,28,1,4.4,28,1,151
Pakistan,Australia,28,1,4.5,24,1,151
Pakistan,Australia,29,1,4.6,25,1,151
Pakistan,Australia,33,1,5.1,29,1,151
Pakistan,Australia,34,1,5.2,30,1,151
Pakistan,Australia,35,1,5.3,27,1,151
Pakistan,Australia,36,1,5.4,24,1,151
Pakistan,Australia,37,1,5.5,25,1,151
Pakistan,Australia,37,1,5.6,24,1,151
Pakistan,Australia,37,1,6.1,24,0,151
Pakistan,Australia,37,1,6.2,24,0,151
Pakistan,Australia,39,1,6.3,26,0,151
Pakistan,Australia,40,1,6.4,26,0,151
Pakistan,Australia,40,1,6.5,26,0,151
Pakistan,Australia,44,1,6.6,29,0,151
Pakistan,Australia,44,1,7.1,29,0,151
Pakistan,Australia,45,1,7.2,29,0,151
Pakistan,Australia,45,1,7.3,29,0,151
Pakistan,Australia,46,1,7.4,29,0,151
Pakistan,Australia,46,1,7.5,25,0,151
Pakistan,Australia,47,1,7.6,22,0,151
Pakistan,Australia,48,1,8.1,23,0,151
Pakistan,Australia,48,1,8.2,23,0,151
Pakistan,Australia,49,1,8.3,24,0,151
Pakistan,Australia,50,1,8.4,25,0,151
Pakistan,Australia,54,1,8.5,28,0,151
Pakistan,Australia,55,1,8.6,29,0,151
Pakistan,Australia,56,1,9.1,29,0,151
Pakistan,Australia,56,1,9.2,28,0,151
Pakistan,Australia,57,1,9.3,29,0,151
Pakistan,Australia,58,1,9.4,30,0,151
Pakistan,Australia,59,1,9.5,31,0,151
Pakistan,Australia,61,1,9.6,32,0,151
Pakistan,Australia,67,1,10.1,34,0,151
Pakistan,Australia,69,1,10.2,35,0,151
Pakistan,Australia,71,1,10.3,36,0,151
Pakistan,Australia,72,1,10.4,36,0,151
Pakistan,Australia,73,1,10.5,36,0,151
Pakistan,Australia,74,1,10.6,37,0,151
Pakistan,Australia,75,1,11.1,38,0,151
Pakistan,Australia,76,1,11.2,39,0,151
Pakistan,Australia,80,1,11.3,41,0,151
Pakistan,Australia,81,1,11.4,41,0,151
Pakistan,Australia,84,1,11.5,44,0,151
Pakistan,Australia,85,1,11.6,41,0,151
Pakistan,Australia,89,1,12.1,45,0,151
Pakistan,Australia,89,1,12.2,44,0,151
Pakistan,Australia,89,2,12.3,44,1,151
Pakistan,Australia,90,2,12.4,44,1,151
Pakistan,Australia,91,2,12.5,45,1,151
Pakistan,Australia,91,2,12.6,44,1,151
Pakistan,Australia,91,2,13.1,43,1,151
Pakistan,Australia,92,2,13.2,44,1,151
Pakistan,Australia,93,2,13.3,44,1,151
Pakistan,Australia,95,2,13.4,45,1,151
Pakistan,Australia,96,2,13.5,42,1,151
Pakistan,Australia,97,2,13.6,42,1,151
Pakistan,Australia,97,3,14.1,41,2,151
Pakistan,Australia,98,3,14.2,42,2,151
Pakistan,Australia,98,3,14.3,41,2,151
Pakistan,Australia,99,3,14.4,41,2,151
Pakistan,Australia,103,3,14.5,44,2,151
Pakistan,Australia,104,3,14.6,43,2,151
Pakistan,Australia,105,3,15.1,38,2,151
Pakistan,Australia,107,3,15.2,38,2,151
Pakistan,Australia,108,3,15.3,37,2,151
Pakistan,Australia,112,3,15.4,40,2,151
Pakistan,Australia,112,3,15.5,39,2,151
Pakistan,Australia,113,3,15.6,39,2,151
Pakistan,Australia,117,3,16.1,42,2,151
Pakistan,Australia,118,3,16.2,42,2,151
Pakistan,Australia,120,3,16.3,40,2,151
Pakistan,Australia,121,3,16.4,40,2,151
Pakistan,Australia,125,3,16.5,41,2,151
Pakistan,Australia,126,3,16.6,41,2,151
Pakistan,Australia,128,3,17.1,39,2,151
Pakistan,Australia,128,3,17.2,39,2,151
Pakistan,Australia,129,3,17.3,40,1,151
Pakistan,Australia,130,3,17.4,40,1,151
Pakistan,Australia,134,3,17.5,43,1,151
Pakistan,Australia,135,3,17.6,44,1,151
Pakistan,Australia,136,3,18.1,45,1,151
Pakistan,Australia,136,3,18.2,44,1,151
Pakistan,Australia,137,3,18.3,44,1,151
Pakistan,Australia,138,3,18.4,43,1,151
Pakistan,Australia,142,3,18.5,46,1,151
Pakistan,Australia,143,3,18.6,46,1,151
Pakistan,Australia,143,4,19.1,46,1,151
Pakistan,Australia,147,4,19.2,49,1,151
Pakistan,Australia,148,4,19.3,50,1,151
Pakistan,Australia,149,4,19.4,50,1,151
Pakistan,Australia,150,4,19.5,47,1,151
Pakistan,Australia,151,4,19.6,47,1,151
Australia,Pakistan,0,0,0.1,0,0,168
Australia,Pakistan,0,0,0.2,0,0,168
Australia,Pakistan,4,0,0.3,4,0,168
Australia,Pakistan,4,0,0.4,4,0,168
Australia,Pakistan,4,0,0.5,4,0,168
Australia,Pakistan,6,0,0.6,6,0,168
Australia,Pakistan,6,0,1.1,6,0,168
Australia,Pakistan,6,0,1.2,6,0,168
Australia,Pakistan,7,0,1.3,7,0,168
Australia,Pakistan,8,0,1.4,8,0,168
Australia,Pakistan,9,0,1.5,9,0,168
Australia,Pakistan,10,0,1.6,10,0,168
Australia,Pakistan,11,0,2.1,11,0,168
Australia,Pakistan,11,0,2.2,11,0,168
Australia,Pakistan,15,0,2.3,15,0,168
Australia,Pakistan,15,0,2.4,15,0,168
Australia,Pakistan,15,0,2.5,15,0,168
Australia,Pakistan,16,0,2.6,16,0,168
Australia,Pakistan,17,0,3.1,17,0,168
Australia,Pakistan,23,0,3.2,23,0,168
Australia,Pakistan,24,0,3.3,24,0,168
Australia,Pakistan,25,0,3.4,25,0,168
Australia,Pakistan,26,0,3.5,26,0,168
Australia,Pakistan,27,0,3.6,27,0,168
Australia,Pakistan,29,0,4.1,29,0,168
Australia,Pakistan,31,0,4.2,31,0,168
Australia,Pakistan,37,0,4.3,37,0,168
Australia,Pakistan,37,0,4.4,37,0,168
Australia,Pakistan,38,0,4.5,38,0,168
Australia,Pakistan,41,0,4.6,41,0,168
Australia,Pakistan,41,0,5.1,41,0,168
Australia,Pakistan,42,0,5.2,42,0,168
Australia,Pakistan,42,0,5.3,38,0,168
Australia,Pakistan,42,0,5.4,38,0,168
Australia,Pakistan,42,0,5.5,38,0,168
Australia,Pakistan,42,0,5.6,36,0,168
Australia,Pakistan,42,0,6.1,36,0,168
Australia,Pakistan,44,0,6.2,38,0,168
Australia,Pakistan,47,0,6.2,40,0,168
Australia,Pakistan,47,0,6.3,39,0,168
Australia,Pakistan,47,0,6.4,38,0,168
Australia,Pakistan,48,0,6.4,38,0,168
Australia,Pakistan,49,0,6.5,38,0,168
Australia,Pakistan,50,0,6.6,39,0,168
Australia,Pakistan,56,0,7.1,41,0,168
Australia,Pakistan,57,0,7.2,42,0,168
Australia,Pakistan,58,0,7.3,43,0,168
Australia,Pakistan,64,0,7.4,48,0,168
Australia,Pakistan,64,0,7.5,47,0,168
Australia,Pakistan,70,0,7.6,47,0,168
Australia,Pakistan,76,0,8.1,52,0,168
